"","ensembl_gene_id","entrezgene_id","hgnc_symbol","gene_biotype","chromosome_name","start_position","end_position"
"1902","ENSG00000137880",2644,"GCHFR","protein_coding","15",40764068,40767708
"1903","ENSG00000125245",2841,"GPR18","protein_coding","13",99254732,99261744
"1904","ENSG00000128268",4248,"MGAT3","protein_coding","22",39457012,39492194
"1905","ENSG00000132938",23281,"MTUS2","protein_coding","13",28820339,29505947
"1906","ENSG00000177689",139422,"MAGEB10","protein_coding","X",27807990,27823014
"1907","ENSG00000196074",10388,"SYCP2","protein_coding","20",59863564,59933655
"1908","ENSG00000100335",54471,"MIEF1","protein_coding","22",39499432,39518132
"1909","ENSG00000074410",771,"CA12","protein_coding","15",63321378,63381846
"1910","ENSG00000042317",55812,"SPATA7","protein_coding","14",88384924,88470350
"1911","ENSG00000120907",148,"ADRA1A","protein_coding","8",26748150,26867278
"1912","ENSG00000102313",347365,"ITIH6","protein_coding","X",54748918,54798255
"1913","ENSG00000102524",10673,"TNFSF13B","protein_coding","13",108251240,108308484
"1914","ENSG00000165186",139411,"PTCHD1","protein_coding","X",23334849,23404374
"1915","ENSG00000169895",94056,"SYAP1","protein_coding","X",16719612,16765340
"1916","ENSG00000133878",78986,"DUSP26","protein_coding","8",33591330,33600023
"1917","ENSG00000102043",55613,"MTMR8","protein_coding","X",64268081,64395452
"1918","ENSG00000183486",4600,"MX2","protein_coding","21",41361999,41409393
"1919","ENSG00000167034",4824,"NKX3-1","protein_coding","8",23678697,23682938
"1920","ENSG00000127870",6049,"RNF6","protein_coding","13",26132115,26222314
"1921","ENSG00000187051",91582,"RPS19BP1","protein_coding","22",39529093,39532761
"1922","ENSG00000285516",10003,"NAALAD2","protein_coding","HSCHR11_2_CTG8",37638,99017
"1923","ENSG00000273831",115399,"LRRC56","protein_coding","HSCHR11_1_CTG8",67168,84556
"1924","ENSG00000274780",57661,"PHRF1","protein_coding","HSCHR11_1_CTG8",106142,142115
"1925","ENSG00000285023",26973,"CHORDC1","protein_coding","HSCHR11_2_CTG8",106552,129200
"1926","ENSG00000008086",6792,"CDKL5","protein_coding","X",18425583,18653629
"1927","ENSG00000182902",83733,"SLC25A18","protein_coding","22",17563450,17590995
"1928","ENSG00000134013",4017,"LOXL2","protein_coding","8",23296897,23425328
"1929","ENSG00000157483",4643,"MYO1E","protein_coding","15",59132434,59372871
"1930","ENSG00000275873",256329,"LMNTD2","protein_coding","HSCHR11_1_CTG8",84495,90434
"1931","ENSG00000157578",150082,"LCA5L","protein_coding","21",39405728,39445805
"1932","ENSG00000132932",51761,"ATP8A2","protein_coding","13",25371974,26025851
"1933","ENSG00000276230",6050,"RNH1","protein_coding","HSCHR11_1_CTG8",24153,36941
"1934","ENSG00000148450",22921,"MSRB2","protein_coding","10",23095579,23122013
"1935","ENSG00000196092",5079,"PAX5","protein_coding","9",36833269,37034268
"1936","ENSG00000256574",79290,"OR13A1","protein_coding","10",45302298,45315608
"1937","ENSG00000130702",3911,"LAMA5","protein_coding","20",62307955,62367312
"1938","ENSG00000276825",1815,"DRD4","protein_coding","HSCHR11_1_CTG8",167166,170577
"1939","ENSG00000282712",10522,"DEAF1","protein_coding","HSCHR11_1_CTG8",176113,206708
"1940","ENSG00000168267",256297,"PTF1A","protein_coding","10",23192312,23194245
"1941","ENSG00000131100",529,"ATP6V1E1","protein_coding","22",17592136,17628749
"1942","ENSG00000276561",3665,"IRF7","protein_coding","HSCHR11_1_CTG8",142446,145898
"1943","ENSG00000104219",51201,"ZDHHC2","protein_coding","8",17156482,17224799
"1944","ENSG00000099256",56952,"PRTFDC1","protein_coding","10",24848614,24952606
"1945","ENSG00000276536",3265,"HRAS","protein_coding","HSCHR11_1_CTG8",61883,66928
"1946","ENSG00000273859",8045,"RASSF7","protein_coding","HSCHR11_1_CTG8",90059,93677
"1947","ENSG00000273572",53841,"CDHR5","protein_coding","HSCHR11_1_CTG8",146464,155977
"1948","ENSG00000168300",115294,"PCMTD1","protein_coding","8",51817575,51899186
"1949","ENSG00000274473",6343,"SCT","protein_coding","HSCHR11_1_CTG8",156330,157042
"1950","ENSG00000282367",81490,"PTDSS2","protein_coding","HSCHR11_1_CTG8",3536,21040
"1951","ENSG00000259288",NA,"BUB1B-PAK6","protein_coding","15",40218500,40264890
"1952","ENSG00000198718",23116,"TOGARAM1","protein_coding","14",44962190,45074431
"1953","ENSG00000166128",51762,"RAB8B","protein_coding","15",63189560,63267776
"1954","ENSG00000154723",522,"ATP5PF","protein_coding","21",25716503,25735673
"1955","ENSG00000104765",665,"BNIP3L","protein_coding","8",26383054,26505636
"1956","ENSG00000281385",161,"AP2A2","protein_coding","HSCHR11_3_CTG1",3478,81830
"1957","ENSG00000151835",26278,"SACS","protein_coding","13",23288689,23433763
"1958","ENSG00000151023",219670,"ENKUR","protein_coding","10",24981979,25062279
"1959","ENSG00000099968",23786,"BCL2L13","protein_coding","22",17628855,17730855
"1960","ENSG00000277281",4588,"MUC6","protein_coding","HSCHR11_3_CTG1",82412,111099
"1961","ENSG00000136770",64215,"DNAJC1","protein_coding","10",21756548,22003769
"1962","ENSG00000166233",25820,"ARIH1","protein_coding","15",72474330,72602987
"1963","ENSG00000278466",4583,"MUC2","protein_coding","HSCHR11_3_CTG1",149268,178809
"1964","ENSG00000149657",149986,"LSM14B","protein_coding","20",62122461,62135374
"1965","ENSG00000196368",55190,"NUDT11","protein_coding","X",51490011,51496592
"1966","ENSG00000053770",55745,"AP5M1","protein_coding","14",57268924,57298742
"1967","ENSG00000165164",286464,"CFAP47","protein_coding","X",35919734,36385317
"1968","ENSG00000165443",84457,"PHYHIPL","protein_coding","10",59176643,59247774
"1969","ENSG00000197892",23303,"KIF13B","protein_coding","8",29067278,29263124
"1970","ENSG00000160284",84221,"SPATC1L","protein_coding","21",46161148,46184476
"1971","ENSG00000087495",116154,"PHACTR3","protein_coding","20",59577509,59847711
"1972","ENSG00000160285",4047,"LSS","protein_coding","21",46188141,46228824
"1973","ENSG00000153495",121793,"TEX29","protein_coding","13",111316184,111344249
"1974","ENSG00000277389",440023,"KRTAP5-6","protein_coding","HSCHR11_2_CTG1_1",170941,171501
"1975","ENSG00000280585",387264,"KRTAP5-1","protein_coding","HSCHR11_2_CTG1_1",60879,61820
"1976","ENSG00000278620",387267,"KRTAP5-4","protein_coding","HSCHR11_2_CTG1_1",97515,98873
"1977","ENSG00000165548",57156,"TMEM63C","protein_coding","14",77116568,77259495
"1978","ENSG00000278302",439915,"KRTAP5-5","protein_coding","HSCHR11_2_CTG1_1",106511,107395
"1979","ENSG00000265203",5949,"RBP3","protein_coding","10",47348363,47357881
"1980","ENSG00000278165",1850,"DUSP8","protein_coding","HSCHR11_2_CTG1_1",30571,48447
"1981","ENSG00000285444",NA,"","protein_coding","13",51763951,51845159
"1982","ENSG00000137841",5330,"PLCB2","protein_coding","15",40278176,40307935
"1983","ENSG00000178695",115207,"KCTD12","protein_coding","13",76880175,76886405
"1984","ENSG00000281618",402778,"IFITM10","protein_coding","HSCHR11_2_CTG1_1",206156,209175
"1985","ENSG00000281191",387266,"KRTAP5-3","protein_coding","HSCHR11_2_CTG1_1",84118,85016
"1986","ENSG00000281533",440021,"KRTAP5-2","protein_coding","HSCHR11_2_CTG1_1",73720,74837
"1987","ENSG00000102805",1203,"CLN5","protein_coding","13",76990660,77019143
"1988","ENSG00000165322",94134,"ARHGAP12","protein_coding","10",31805398,31928876
"1989","ENSG00000268994",100132304,"FAM236B","protein_coding","X",72781865,72782660
"1990","ENSG00000261732",NA,"","protein_coding","16",1632259,1686715
"1991","ENSG00000124479",4693,"NDP","protein_coding","X",43948776,43973395
"1992","ENSG00000243156",57553,"MICAL3","protein_coding","22",17787649,18024561
"1993","ENSG00000230797",404281,"YY2","protein_coding","X",21855987,21858740
"1994","ENSG00000197562",57799,"RAB40C","protein_coding","16",589357,629272
"1995","ENSG00000151812",341880,"SLC35F4","protein_coding","14",57563920,57982194
"1996","ENSG00000165169",6990,"DYNLT3","protein_coding","X",37836757,37847571
"1997","ENSG00000283208",NA,"","protein_coding","13",76992078,77129589
"1998","ENSG00000005812",26224,"FBXL3","protein_coding","13",76992598,77027195
"1999","ENSG00000147081",8852,"AKAP4","protein_coding","X",50190777,50201007
"2000","ENSG00000125378",652,"BMP4","protein_coding","14",53949736,53958761
"2001","ENSG00000257108",283948,"NHLRC4","protein_coding","16",567005,569495
"2002","ENSG00000253309",647174,"SERPINE3","protein_coding","13",51335773,51364735
"2003","ENSG00000104671",10671,"DCTN6","protein_coding","8",30156319,30183639
"2004","ENSG00000069535",4129,"MAOB","protein_coding","X",43766610,43882450
"2005","ENSG00000171703",6919,"TCEA2","protein_coding","20",64049836,64072347
"2006","ENSG00000122026",6144,"RPL21","protein_coding","13",27251362,27256691
"2007","ENSG00000167930",83986,"FAM234A","protein_coding","16",234521,272183
"2008","ENSG00000171885",361,"AQP4","protein_coding","18",26852043,26865771
"2009","ENSG00000291983",100506742,"CASP12","protein_coding","HSCHR11_2_CTG3_1",182419,197803
"2010","ENSG00000221914",5520,"PPP2R2A","protein_coding","8",26291508,26372680
"2011","ENSG00000155659",11326,"VSIG4","protein_coding","X",66021738,66040125
"2012","ENSG00000100650",6430,"SRSF5","protein_coding","14",69726900,69772005
"2013","ENSG00000174227",54872,"PIGG","protein_coding","4",499210,540200
"2014","ENSG00000139780",196541,"METTL21C","protein_coding","13",102685747,102695044
"2015","ENSG00000160282",10841,"FTCD","protein_coding","21",46136160,46155579
"2016","ENSG00000134899",2073,"ERCC5","protein_coding","13",102845831,102875995
"2017","ENSG00000119547",9480,"ONECUT2","protein_coding","18",57435374,57491298
"2018","ENSG00000156052",2776,"GNAQ","protein_coding","9",77716097,78031811
"2019","ENSG00000137809",22801,"ITGA11","protein_coding","15",68296532,68432163
"2020","ENSG00000134440",4677,"NARS1","protein_coding","18",57600656,57622213
"2021","ENSG00000102221",9767,"JADE3","protein_coding","X",46912276,47061242
"2022","ENSG00000165092",216,"ALDH1A1","protein_coding","9",72900671,73080442
"2023","ENSG00000262607",440073,"IQSEC3","protein_coding","HSCHR12_1_CTG1",60780,165481
"2024","ENSG00000282676",NA,"","protein_coding","HSCHR12_1_CTG1",60780,63513
"2025","ENSG00000125255",6555,"SLC10A2","protein_coding","13",103043998,103066417
"2026","ENSG00000130700",140628,"GATA5","protein_coding","20",62463497,62475995
"2027","ENSG00000189299",139628,"FOXR2","protein_coding","X",55623400,55626192
"2028","ENSG00000129988",3929,"LBP","protein_coding","20",38346482,38377013
"2029","ENSG00000172458",53342,"IL17D","protein_coding","13",20702127,20723098
"2030","ENSG00000065923",84679,"SLC9A7","protein_coding","X",46599251,46759118
"2031","ENSG00000159267",3141,"HLCS","protein_coding","21",36748626,36990236
"2032","ENSG00000072401",7321,"UBE2D1","protein_coding","10",58334979,58370751
"2033","ENSG00000134864",87769,"GGACT","protein_coding","13",100530164,100589528
"2034","ENSG00000033170",2530,"FUT8","protein_coding","14",65410592,65744121
"2035","ENSG00000165300",26050,"SLITRK5","protein_coding","13",87671371,87696272
"2036","ENSG00000180509",3753,"KCNE1","protein_coding","21",34446688,34512214
"2037","ENSG00000081923",5205,"ATP8B1","protein_coding","18",57646426,57803315
"2038","ENSG00000068650",23250,"ATP11A","protein_coding","13",112690038,112887168
"2039","ENSG00000196227",63939,"FAM217B","protein_coding","20",59933764,59948680
"2040","ENSG00000074696",51495,"HACD3","protein_coding","15",65530418,65578349
"2041","ENSG00000164151",23379,"ICE1","protein_coding","5",5420664,5490220
"2042","ENSG00000155621",138241,"C9orf85","protein_coding","9",71911510,71986054
"2043","ENSG00000266524",2662,"GDF10","protein_coding","10",47300197,47313577
"2044","ENSG00000197217",9583,"ENTPD4","protein_coding","8",23385783,23457695
"2045","ENSG00000142156",1291,"COL6A1","protein_coding","21",45981770,46005050
"2046","ENSG00000080839",5933,"RBL1","protein_coding","20",36996349,37095997
"2047","ENSG00000187601",28986,"MAGEH1","protein_coding","X",55452127,55453566
"2048","ENSG00000196693",7582,"ZNF33B","protein_coding","10",42574185,42638570
"2049","ENSG00000282612",259295,"TAS2R20","protein_coding","HSCHR12_3_CTG2",195190,196570
"2050","ENSG00000262145",91419,"ATP23","protein_coding","HSCHR12_1_CTG2_1",144646,160374
"2051","ENSG00000274699",259293,"TAS2R30","protein_coding","HSCHR12_3_CTG2",328319,329278
"2052","ENSG00000274588",139189,"DGKK","protein_coding","X",50365409,50470825
"2053","ENSG00000197506",64078,"SLC28A3","protein_coding","9",84275457,84340758
"2054","ENSG00000282673",653247,"PRB1","protein_coding","HSCHR12_3_CTG2",546786,550554
"2055","ENSG00000282673",5542,"PRB1","protein_coding","HSCHR12_3_CTG2",546786,550554
"2056","ENSG00000276167",259296,"TAS2R50","protein_coding","HSCHR12_3_CTG2",184606,185605
"2057","ENSG00000278307",259294,"TAS2R19","protein_coding","HSCHR12_3_CTG2",220313,221314
"2058","ENSG00000275624",5544,"PRB3","protein_coding","HSCHR12_3_CTG2",460887,464768
"2059","ENSG00000273505",353164,"TAS2R42","protein_coding","HSCHR12_3_CTG2",380956,381900
"2060","ENSG00000273713",50835,"TAS2R9","protein_coding","HSCHR12_3_CTG2",7843,8874
"2061","ENSG00000275679",5555,"PRH2","protein_coding","HSCHR12_3_CTG2",127942,131047
"2062","ENSG00000274327",50837,"TAS2R7","protein_coding","HSCHR12_3_CTG2",238,1333
"2063","ENSG00000282269",11272,"PRR4","protein_coding","HSCHR12_3_CTG2",44555,366553
"2064","ENSG00000282269",5554,"PRR4","protein_coding","HSCHR12_3_CTG2",44555,366553
"2065","ENSG00000198796",115701,"ALPK2","protein_coding","18",58481247,58629091
"2066","ENSG00000100312",49,"ACR","protein_coding","22",50738196,50745339
"2067","ENSG00000145536",170690,"ADAMTS16","protein_coding","5",5140330,5320304
"2068","ENSG00000282256",259290,"TAS2R31","protein_coding","HSCHR12_3_CTG2",229392,230412
"2069","ENSG00000277316",50836,"TAS2R8","protein_coding","HSCHR12_3_CTG2",4757,5999
"2070","ENSG00000277254",50838,"TAS2R13","protein_coding","HSCHR12_3_CTG2",106632,108268
"2071","ENSG00000274839",5545,"PRB4","protein_coding","HSCHR12_3_CTG2",502046,505398
"2072","ENSG00000282537",259291,"TAS2R43","protein_coding","HSCHR12_3_CTG2",291857,292786
"2073","ENSG00000282537",259289,"TAS2R43","protein_coding","HSCHR12_3_CTG2",291857,292786
"2074","ENSG00000277823",5554,"PRH1","protein_coding","HSCHR12_3_CTG2",23666,366484
"2075","ENSG00000277454",NA,"","protein_coding","HSCHR12_3_CTG2",44555,366538
"2076","ENSG00000099250",8829,"NRP1","protein_coding","10",33177492,33336262
"2077","ENSG00000277238",50839,"TAS2R10","protein_coding","HSCHR12_3_CTG2",24023,25064
"2078","ENSG00000276541",106707243,"TAS2R14","protein_coding","HSCHR12_3_CTG2",136111,366513
"2079","ENSG00000276541",50840,"TAS2R14","protein_coding","HSCHR12_3_CTG2",136111,366513
"2080","ENSG00000278111",259292,"TAS2R46","protein_coding","HSCHR12_3_CTG2",262229,263158
"2081","ENSG00000152207",57105,"CYSLTR2","protein_coding","13",48653711,48711226
"2082","ENSG00000204612",442425,"FOXB2","protein_coding","9",77019655,77020953
"2083","ENSG00000154330",5239,"PGM5","protein_coding","9",68328308,68531061
"2084","ENSG00000165621",27199,"OXGR1","protein_coding","13",96985713,96994730
"2085","ENSG00000087842",8544,"PIR","protein_coding","X",15384799,15493564
"2086","ENSG00000188243",170622,"COMMD6","protein_coding","13",75525214,75549439
"2087","ENSG00000173482",5797,"PTPRM","protein_coding","18",7566782,8406861
"2088","ENSG00000109667",56606,"SLC2A9","protein_coding","4",9771153,10054936
"2089","ENSG00000205927",10215,"OLIG2","protein_coding","21",33025935,33029196
"2090","ENSG00000135069",29968,"PSAT1","protein_coding","9",78297125,78330093
"2091","ENSG00000124205",1908,"EDN3","protein_coding","20",59300443,59325992
"2092","ENSG00000164808",23514,"SPIDR","protein_coding","8",47260878,47736306
"2093","ENSG00000100416",55687,"TRMU","protein_coding","22",46330875,46357340
"2094","ENSG00000184221",116448,"OLIG1","protein_coding","21",33070141,33072413
"2095","ENSG00000171421",64979,"MRPL36","protein_coding","5",1798385,1801366
"2096","ENSG00000273326",50837,"TAS2R7","protein_coding","HSCHR12_2_CTG2",238,1333
"2097","ENSG00000272712",50836,"TAS2R8","protein_coding","HSCHR12_2_CTG2",4757,5999
"2098","ENSG00000273086",50835,"TAS2R9","protein_coding","HSCHR12_2_CTG2",7843,8874
"2099","ENSG00000263247",11272,"PRR4","protein_coding","HSCHR12_2_CTG2",23666,402267
"2100","ENSG00000263247",5554,"PRR4","protein_coding","HSCHR12_2_CTG2",23666,402267
"2101","ENSG00000124279",79072,"FASTKD3","protein_coding","5",7859159,7869037
"2102","ENSG00000160180",7033,"TFF3","protein_coding","21",42311667,42315409
"2103","ENSG00000131080",60401,"EDA2R","protein_coding","X",66595637,66639298
"2104","ENSG00000183324",283677,"REC114","protein_coding","15",73443164,73560013
"2105","ENSG00000136114",55901,"THSD1","protein_coding","13",52377167,52416373
"2106","ENSG00000272805",50839,"TAS2R10","protein_coding","HSCHR12_2_CTG2",24023,25064
"2107","ENSG00000273457",50838,"TAS2R13","protein_coding","HSCHR12_2_CTG2",106632,108268
"2108","ENSG00000272803",5555,"PRH2","protein_coding","HSCHR12_2_CTG2",127942,131047
"2109","ENSG00000103126",8312,"AXIN1","protein_coding","16",287440,352723
"2110","ENSG00000166351",317754,"POTED","protein_coding","21",13609777,13645823
"2111","ENSG00000261984",106707243,"TAS2R14","protein_coding","HSCHR12_2_CTG2",136112,402227
"2112","ENSG00000261984",50840,"TAS2R14","protein_coding","HSCHR12_2_CTG2",136112,402227
"2113","ENSG00000273431",259296,"TAS2R50","protein_coding","HSCHR12_2_CTG2",184619,185618
"2114","ENSG00000273092",259295,"TAS2R20","protein_coding","HSCHR12_2_CTG2",195201,196581
"2115","ENSG00000263028",259294,"TAS2R19","protein_coding","HSCHR12_2_CTG2",220325,221326
"2116","ENSG00000263097",259290,"TAS2R31","protein_coding","HSCHR12_2_CTG2",229093,230113
"2117","ENSG00000262525",259292,"TAS2R46","protein_coding","HSCHR12_2_CTG2",260071,261000
"2118","ENSG00000148057",414328,"IDNK","protein_coding","9",83623049,83644130
"2119","ENSG00000262612",259291,"TAS2R43","protein_coding","HSCHR12_2_CTG2",290014,291040
"2120","ENSG00000262612",259289,"TAS2R43","protein_coding","HSCHR12_2_CTG2",290014,291040
"2121","ENSG00000261936",259291,"TAS2R45","protein_coding","HSCHR12_2_CTG2",327525,328424
"2122","ENSG00000262111",259293,"TAS2R30","protein_coding","HSCHR12_2_CTG2",363612,365298
"2123","ENSG00000136100",51028,"VPS36","protein_coding","13",52412602,52450634
